NAME: multi_modal_data
TYPE: MM

VEHICLES: 2
DIMENSION: 70

NUM_T: 3
NUM_D: 1

MAXIMUM_SYSTEM_DURATION: 300
UNIT: MIN

SERVICETIME: 5
UNIT: MIN

TAKEOFF_LANDING_TIME: 2
UNIT: MIN

MAX_WAITING_TIME: 99999999
UNIT: MIN

INIT_SOC: 100
MAX_SOC: 100
MIN_SOC_T: 3
MIN_SOC_D: 3
UNIT: %

DEMAND_T: 24
DEMAND_D: 0
UNIT: EA

MASS_T: 1940
MASS_D: 15
UNIT: KG

LIFT_TO_DRAG: 3
POWER_MOTOR_PROP: 0.5
UNIT: RATIO

POWER_ELEC: 0.1
UNIT: KW

CARGO_LIMIT_TRUCK: 99999999999999
UNIT: KG

CARGO_LIMIT_DRONE: 6
UNIT: KG

BATTERY_KWH_T: 100
BATTERY_KWH_D: 0.3
UNIT: KWH 

ENERGY_KWH/KM_T: 1.0
ENERGY_KWH/KM_D: 0.1
UNIT: KWH/KM

CHARGING_KW_D: 0.5
CHARGING_KW_T: 80
UNIT: KW 

LOSISTIC_KWH/KG_T: 0.001
LOSISTIC_KWH/KG_D: 0.001
UNIT: KWH/KG

SPEED_T: 0.3
SPEED_D: 1.0
UNIT: KM/MIN

ALTITUDE: 100
UNIT: M

CURVY_AIR: 1.0
UNIT: RATIO

CURVY_ROAD: 1.2
UNIT: RATIO

DEPOT_SECTION
0

EDGE_KM_D_TYPE: EUC_2D(haversine)
EDGE_KM_T_TYPE: MAN_2D(haversine)
EDGE_KM_D_FORMAT : FULL_MATRIX
EDGE_KM_T_FORMAT : FULL_MATRIX

NODE_COORD_SECTION
0	37.50750802	127.11277008
1	37.50572278	127.08316283
2	37.53270327	127.11246315
3	37.53134357	127.11105601
4	37.52631970	127.09447754
5	37.50408454	127.07207556
6	37.52220294	127.11180016
7	37.50377169	127.09863643
8	37.50879632	127.07974447
9	37.51450247	127.12742922
10	37.49371533	127.12127980
11	37.48617487	127.12747860
12	37.50848127	127.07295229
13	37.47099626	127.12543393
14	37.50887294	127.10027923
15	37.50433355	127.11973400
16	37.49895224	127.11598491
17	37.50259247	127.10867924
18	37.51604625	127.09248319
19	37.52346049	127.11363239
20	37.52921761	127.10970380
21	37.51182043	127.09877453
22	37.47592150	127.13881976
23	37.47632509	127.11890201
24	37.49881939	127.11863279
25	37.49648512	127.13600347
26	37.48511519	127.12973123
27	37.49889267	127.12163878
28	37.51713769	127.14171635
29	37.49673609	127.12790200
30	37.52996808	127.09917706
31	37.52384846	127.08894663
32	37.51070350	127.10138361
33	37.51304138	127.08644696
34	37.52543247	127.08840082
35	37.50304000	127.09594705
36	37.50698226	127.11876353
37	37.53130611	127.11146802
38	37.53204922	127.11869626
39	37.48587580	127.13219561
40	37.49629745	127.13113203
41	37.51926255	127.08307742
42	37.49881792	127.13763634
43	37.47510153	127.13247175
44	37.51087121	127.09271237
45	37.49716184	127.10062123
46	37.52530108	127.12391649
47	37.49600315	127.11229292
48	37.48393294	127.12977061
49	37.50095509	127.13793612
50	37.50280959	127.09932247
51	37.52178491	127.07856588
52	37.50779364	127.07447545
53	37.53913136	127.11268929
54	37.53743831	127.12295323
55	37.48781189	127.10962118
56	37.51315969	127.12187072
57	37.52235584	127.06778181
58	37.51633636	127.13652857
